,Unnamed: 0,name,n_or_f,name_len
15138,15138,dudley buck,f,11
15139,15139,dudley burke,f,12
15140,15140,dudley cameron,f,14
15141,15141,dudley cherry,f,13
15143,15143,dudley cooper,f,13
15145,15145,dudley duran,f,12
15146,15146,dudley dyer,f,11
15147,15147,dudley erickson,f,15
15148,15148,dudley gates,f,12
15149,15149,dudley griffith,f,15
15150,15150,dudley henson,f,13
15151,15151,dudley hicks,f,12
15152,15152,dudley higgins,f,14
15153,15153,dudley hodge,f,12
15154,15154,dudley horton,f,13
15155,15155,dudley kaur,f,11
15156,15156,dudley khan,f,11
15157,15157,dudley logan,f,12
15158,15158,dudley merritt,f,14
15159,15159,dudley murphy,f,13
15160,15160,dudley olsen,f,12
15161,15161,dudley olson,f,12
15162,15162,dudley orozco,f,13
15163,15163,dudley palmer,f,13
15164,15164,dudley pearson,f,14
15165,15165,dudley poole,f,12
15166,15166,dudley pruitt,f,13
15167,15167,dudley reyes,f,12
15169,15169,dudley saunders,f,15
15170,15170,dudley sharp,f,12
15171,15171,dudley stephenson,f,17
15172,15172,dudley stone,f,12
15173,15173,dudley taylor,f,13
15174,15174,dudley vargas,f,13
15176,15176,dudley velez,f,12
15177,15177,dudley weaver,f,13
15178,15178,dudley willis,f,13
15180,15180,dudley zuniga,f,13
15181,15181,duncan barber,f,13
15182,15182,duncan bruce,f,12
15183,15183,duncan bush,f,11
15184,15184,duncan calhoun,f,14
15185,15185,duncan cameron,f,14
15186,15186,duncan cantu,f,12
15187,15187,duncan chavez,f,13
15189,15189,duncan english,f,14
15190,15190,duncan flores,f,13
15191,15191,duncan francis,f,14
15192,15192,duncan friedman,f,15
15193,15193,duncan giles,f,12
15194,15194,duncan glenn,f,12
15195,15195,duncan gomez,f,12
15196,15196,duncan gordon,f,13
15197,15197,duncan haley,f,12
15198,15198,duncan hansen,f,13
15199,15199,duncan hebert,f,13
15200,15200,duncan higgins,f,14
15201,15201,duncan hill,f,11
15202,15202,duncan hinton,f,13
15203,15203,duncan hobbs,f,12
15204,15204,duncan hutchinson,f,17
15205,15205,duncan james,f,12
15206,15206,duncan knight,f,13
15207,15207,duncan mccarty,f,14
15209,15209,duncan mcmillan,f,15
15210,15210,duncan moss,f,11
15211,15211,duncan nielsen,f,14
15212,15212,duncan nixon,f,12
15213,15213,duncan powers,f,13
15214,15214,duncan ramsey,f,13
15215,15215,duncan rush,f,11
15216,15216,duncan schneider,f,16
15217,15217,duncan shaw,f,11
15221,15221,duncan whitaker,f,15
15222,15222,duncan wiggins,f,14
15223,15223,duncan williamson,f,17
15224,15224,dustin allison,f,14
15227,15227,dustin bailey,f,13
15228,15228,dustin berg,f,11
15230,15230,dustin bryan,f,12
15231,15231,dustin caldwell,f,15
15232,15232,dustin carrillo,f,15
15235,15235,dustin eaton,f,12
15236,15236,dustin edwards,f,14
15237,15237,dustin fuller,f,13
15238,15238,dustin griffith,f,15
15241,15241,dustin harrington,f,17
15242,15242,dustin hopkins,f,14
15243,15243,dustin jarvis,f,13
15244,15244,dustin lamb,f,11
15246,15246,dustin leonard,f,14
15248,15248,dustin mckay,f,12
15250,15250,dustin mejia,f,12
15251,15251,dustin moyer,f,12
15252,15252,dustin norton,f,13
15254,15254,dustin padilla,f,14
15255,15255,dustin park,f,11
15256,15256,dustin pennington,f,17
15257,15257,dustin rasmussen,f,16
15258,15258,dustin sanders,f,14
15259,15259,dustin shannon,f,14
15260,15260,dustin villanueva,f,17
15262,15262,dusty bates,f,11
15263,15263,dusty bell,f,10
15264,15264,dusty berry,f,11
15266,15266,dusty brewer,f,12
15267,15267,dusty cardenas,f,14
15270,15270,dusty correa,f,12
15271,15271,dusty french,f,12
15272,15272,dusty gray,f,10
15273,15273,dusty hansen,f,12
15274,15274,dusty harrington,f,16
15275,15275,dusty harris,f,12
15276,15276,dusty ho,f,8
15277,15277,dusty holloway,f,14
15278,15278,dusty kelly,f,11
15279,15279,dusty kirk,f,10
15280,15280,dusty lang,f,10
15281,15281,dusty mcpherson,f,15
15282,15282,dusty miles,f,11
15283,15283,dusty mueller,f,13
15284,15284,dusty murray,f,12
15285,15285,dusty olson,f,11
15286,15286,dusty paul,f,10
15287,15287,dusty pham,f,10
15288,15288,dusty poole,f,11
15289,15289,dusty robinson,f,14
15290,15290,dusty rush,f,10
15291,15291,dusty sandoval,f,14
15292,15292,dusty shaw,f,10
15293,15293,dusty shepherd,f,14
15296,15296,dusty stanton,f,13
15297,15297,dusty tate,f,10
15298,15298,dusty valencia,f,14
15299,15299,dusty vaughan,f,13
15300,15300,dusty vincent,f,13
15302,15302,dusty watson,f,12
15303,15303,dwain allen,f,11
15304,15304,dwain allison,f,13
15305,15305,dwain boyd,f,10
15306,15306,dwain boyer,f,11
15307,15307,dwain bruce,f,11
15308,15308,dwain callahan,f,14
15309,15309,dwain cannon,f,12
15310,15310,dwain carrillo,f,14
15311,15311,dwain castillo,f,14
15312,15312,dwain castro,f,12
15313,15313,dwain chapman,f,13
15314,15314,dwain chen,f,10
15315,15315,dwain cook,f,10
15316,15316,dwain craig,f,11
15317,15317,dwain cruz,f,10
15318,15318,dwain davidson,f,14
15321,15321,dwain dickson,f,13
15322,15322,dwain english,f,13
15323,15323,dwain fry,f,9
15326,15326,dwain glenn,f,11
15327,15327,dwain gomez,f,11
15328,15328,dwain hanna,f,11
15329,15329,dwain hendricks,f,15
15330,15330,dwain herman,f,12
15331,15331,dwain hines,f,11
15333,15333,dwain hurley,f,12
15335,15335,dwain lawson,f,12
15336,15336,dwain li,f,8
15339,15339,dwain meadows,f,13
15341,15341,dwain mercado,f,13
15342,15342,dwain merritt,f,13
15344,15344,dwain mueller,f,13
15346,15346,dwain sosa,f,10
15347,15347,dwain stark,f,11
15348,15348,dwain suarez,f,12
15349,15349,dwain taylor,f,12
15350,15350,dwain tucker,f,12
15353,15353,dwain wolfe,f,11
15354,15354,dwayne arroyo,f,13
15355,15355,dwayne beard,f,12
15357,15357,dwayne beltran,f,14
15358,15358,dwayne benjamin,f,15
15359,15359,dwayne bond,f,11
15360,15360,dwayne bowers,f,13
15361,15361,dwayne bradshaw,f,15
15362,15362,dwayne branch,f,13
15363,15363,dwayne contreras,f,16
15364,15364,dwayne drake,f,12
15365,15365,dwayne espinosa,f,15
15366,15366,dwayne espinoza,f,15
15367,15367,dwayne franklin,f,15
15368,15368,dwayne giles,f,12
15369,15369,dwayne grimes,f,13
15370,15370,dwayne hamilton,f,15
15371,15371,dwayne hansen,f,13
15372,15372,dwayne hopkins,f,14
15373,15373,dwayne keller,f,13
15374,15374,dwayne kerr,f,11
15375,15375,dwayne larsen,f,13
15378,15378,dwayne magana,f,13
15379,15379,dwayne martinez,f,15
15380,15380,dwayne mathews,f,14
15381,15381,dwayne mcgee,f,12
15382,15382,dwayne melton,f,13
15383,15383,dwayne morton,f,13
15385,15385,dwayne norris,f,13
15386,15386,dwayne osborne,f,14
15387,15387,dwayne owen,f,11
15388,15388,dwayne powell,f,13
15391,15391,dwayne romero,f,13
15392,15392,dwayne ross,f,11
15393,15393,dwayne salazar,f,14
15396,15396,dwayne singleton,f,16
15397,15397,dwayne stevenson,f,16
15399,15399,dwayne wall,f,11
15400,15400,dwayne weaver,f,13
15401,15401,dwayne west,f,11
15402,15402,dwayne wiley,f,12
15403,15403,dwayne wolf,f,11
15404,15404,dwayne zhang,f,12
15406,15406,dwight arroyo,f,13
15407,15407,dwight baxter,f,13
15409,15409,dwight bradford,f,15
15412,15412,dwight collins,f,14
15413,15413,dwight curtis,f,13
15414,15414,dwight escobar,f,14
15415,15415,dwight figueroa,f,15
15416,15416,dwight franco,f,13
15417,15417,dwight frank,f,12
15418,15418,dwight gallegos,f,15
15419,15419,dwight hawkins,f,14
15420,15420,dwight hester,f,13
15421,15421,dwight hill,f,11
15422,15422,dwight holmes,f,13
15423,15423,dwight humphrey,f,15
15424,15424,dwight hurst,f,12
15425,15425,dwight jones,f,12
15427,15427,dwight leach,f,12
15428,15428,dwight mason,f,12
15429,15429,dwight mata,f,11
15430,15430,dwight mathis,f,13
15431,15431,dwight mccall,f,13
15432,15432,dwight mcfarland,f,16
15433,15433,dwight mcguire,f,14
15434,15434,dwight meyer,f,12
15435,15435,dwight mitchell,f,15
15436,15436,dwight moreno,f,13
15437,15437,dwight nicholson,f,16
15439,15439,dwight nunez,f,12
15440,15440,dwight pham,f,11
15442,15442,dwight reid,f,11
15443,15443,dwight richardson,f,17
15444,15444,dwight romero,f,13
15445,15445,dwight stanley,f,14
15446,15446,dwight stanton,f,14
15447,15447,dwight stewart,f,14
15448,15448,dwight todd,f,11
15449,15449,dwight torres,f,13
15450,15450,dwight tucker,f,13
15452,15452,dwight velez,f,12
15453,15453,dwight ware,f,11
15454,15454,dylan adkins,f,12
15455,15455,dylan anthony,f,13
15456,15456,dylan bennett,f,13
15457,15457,dylan bravo,f,11
15458,15458,dylan brown,f,11
15459,15459,dylan burton,f,12
15461,15461,dylan camacho,f,13
15462,15462,dylan cardenas,f,14
15463,15463,dylan dixon,f,11
15464,15464,dylan erickson,f,14
15465,15465,dylan espinosa,f,14
15466,15466,dylan frank,f,11
15467,15467,dylan gallagher,f,15
15468,15468,dylan gardner,f,13
15469,15469,dylan goodwin,f,13
15470,15470,dylan griffin,f,13
15471,15471,dylan griffith,f,14
15472,15472,dylan holloway,f,14
15473,15473,dylan jefferson,f,15
15474,15474,dylan juarez,f,12
15475,15475,dylan king,f,10
15476,15476,dylan madden,f,12
15477,15477,dylan massey,f,12
15478,15478,dylan mays,f,10
15479,15479,dylan mccullough,f,16
15480,15480,dylan mcintyre,f,14
15481,15481,dylan page,f,10
15482,15482,dylan parrish,f,13
15483,15483,dylan powers,f,12
15484,15484,dylan rich,f,10
15485,15485,dylan rollins,f,13
15486,15486,dylan roth,f,10
15487,15487,dylan roy,f,9
15488,15488,dylan savage,f,12
15489,15489,dylan schultz,f,13
15490,15490,dylan shepherd,f,14
15491,15491,dylan silva,f,11
15492,15492,dylan spears,f,12
15493,15493,dylan wade,f,10
15495,15495,dylan wheeler,f,13
15496,15496,dylan yoder,f,11
15498,15498,earl arias,f,10
15499,15499,earl atkins,f,11
15501,15501,earl bautista,f,13
15502,15502,earl beck,f,9
15504,15504,earl bradley,f,12
15506,15506,earl burgess,f,12
15507,15507,earl chan,f,9
15508,15508,earl chase,f,10
15509,15509,earl chen,f,9
15510,15510,earl clay,f,9
15511,15511,earl coleman,f,12
15512,15512,earl conley,f,11
15513,15513,earl davis,f,10
15514,15514,earl dennis,f,11
15516,15516,earl evans,f,10
15517,15517,earl ferguson,f,13
15518,15518,earl flynn,f,10
15519,15519,earl fowler,f,11
15520,15520,earl gates,f,10
15521,15521,earl golden,f,11
15523,15523,earl hansen,f,11
15524,15524,earl harrison,f,13
15525,15525,earl hawkins,f,12
15526,15526,earl higgins,f,12
15527,15527,earl hodge,f,10
15528,15528,earl ingram,f,11
15529,15529,earl jefferson,f,14
15530,15530,earl kim,f,8
15531,15531,earl lam,f,8
15532,15532,earl leblanc,f,12
15533,15533,earl lee,f,8
15534,15534,earl may,f,8
15536,15536,earl mccann,f,11
15537,15537,earl mccoy,f,10
15539,15539,earl moon,f,9
15540,15540,earl ochoa,f,10
15541,15541,earl pennington,f,15
15543,15543,earl pham,f,9
15544,15544,earl reed,f,9
15546,15546,earl richard,f,12
15547,15547,earl rivas,f,10
15549,15549,earl rose,f,9
15551,15551,earl sanders,f,12
15553,15553,earl sexton,f,11
15554,15554,earl shepard,f,12
15555,15555,earl shepherd,f,13
15556,15556,earl small,f,10
15558,15558,earl truong,f,11
15560,15560,earl washington,f,15
15561,15561,earl waters,f,11
15563,15563,earle bates,f,11
15565,15565,earle bowman,f,12
15566,15566,earle brady,f,11
15567,15567,earle brock,f,11
15568,15568,earle christensen,f,17
15569,15569,earle church,f,12
15574,15574,earle everett,f,13
15575,15575,earle fry,f,9
15576,15576,earle george,f,12
15578,15578,earle good,f,10
15579,15579,earle gutierrez,f,15
15580,15580,earle hansen,f,12
15581,15581,earle hess,f,10
15582,15582,earle huff,f,10
15583,15583,earle hull,f,10
15586,15586,earle kirk,f,10
15587,15587,earle kramer,f,12
15588,15588,earle lang,f,10
15589,15589,earle liu,f,9
15590,15590,earle marin,f,11
15591,15591,earle mendez,f,12
15592,15592,earle merritt,f,13
15593,15593,earle orr,f,9
15594,15594,earle perry,f,11
15596,15596,earle pitts,f,11
15597,15597,earle quintana,f,14
15598,15598,earle randall,f,13
15600,15600,earle rivas,f,11
15601,15601,earle russell,f,13
15602,15602,earle sandoval,f,14
15604,15604,earle vega,f,10
15605,15605,earle vu,f,8
15606,15606,earle watson,f,12
15608,15608,earle wheeler,f,13
15610,15610,earle williams,f,14
15611,15611,earnest ashley,f,14
15612,15612,earnest bernal,f,14
15613,15613,earnest blake,f,13
15614,15614,earnest bonilla,f,15
15615,15615,earnest browning,f,16
15616,15616,earnest burch,f,13
15617,15617,earnest cantu,f,13
15618,15618,earnest fowler,f,14
15619,15619,earnest gonzales,f,16
15620,15620,earnest grant,f,13
15622,15622,earnest henson,f,14
15623,15623,earnest hess,f,12
15625,15625,earnest houston,f,15
15626,15626,earnest huffman,f,15
15627,15627,earnest koch,f,12
15628,15628,earnest le,f,10
15629,15629,earnest lin,f,11
15630,15630,earnest lozano,f,14
15631,15631,earnest luna,f,12
15633,15633,earnest lynn,f,12
15634,15634,earnest melton,f,14
15637,15637,earnest nielsen,f,15
15638,15638,earnest patterson,f,17
15640,15640,earnest pitts,f,13
15641,15641,earnest portillo,f,16
15642,15642,earnest rosales,f,15
15643,15643,earnest shelton,f,15
15644,15644,earnest stanley,f,15
15645,15645,earnest sweeney,f,15
15646,15646,earnest tate,f,12
15647,15647,earnest thompson,f,16
15648,15648,earnest valentine,f,17
15650,15650,earnest wilkinson,f,17
15651,15651,earnest woodard,f,15
15652,15652,earnest young,f,13
15653,15653,ed acosta,f,9
15654,15654,ed banks,f,8
15657,15657,ed cox,f,6
15658,15658,ed decker,f,9
15659,15659,ed drake,f,8
15660,15660,ed ford,f,7
15663,15663,ed french,f,9
15664,15664,ed garrett,f,10
15666,15666,ed graves,f,9
15667,15667,ed hamilton,f,11
15668,15668,ed hancock,f,10
15669,15669,ed hayden,f,9
15670,15670,ed holt,f,7
15671,15671,ed horne,f,8
15672,15672,ed ingram,f,9
15673,15673,ed joseph,f,9
15674,15674,ed lozano,f,9
15675,15675,ed mack,f,7
15676,15676,ed mason,f,8
15678,15678,ed nolan,f,8
15679,15679,ed park,f,7
15680,15680,ed paul,f,7
15681,15681,ed pineda,f,9
15682,15682,ed preston,f,10
15683,15683,ed pruitt,f,9
15684,15684,ed robbins,f,10
15685,15685,ed salas,f,8
15688,15688,ed villanueva,f,13
15689,15689,ed whitaker,f,11
15691,15691,eddie anthony,f,13
15692,15692,eddie avalos,f,12
15693,15693,eddie barton,f,12
15695,15695,eddie booker,f,12
15696,15696,eddie brock,f,11
15697,15697,eddie burch,f,11
15698,15698,eddie chan,f,10
15699,15699,eddie cox,f,9
15701,15701,eddie delgado,f,13
15702,15702,eddie doyle,f,11
15703,15703,eddie fox,f,9
15704,15704,eddie glenn,f,11
15705,15705,eddie hall,f,10
15706,15706,eddie hampton,f,13
15707,15707,eddie hickman,f,13
15708,15708,eddie hoffman,f,13
15709,15709,eddie hopkins,f,13
15711,15711,eddie jefferson,f,15
15713,15713,eddie mathis,f,12
15715,15715,eddie meyers,f,12
15716,15716,eddie mora,f,10
15718,15718,eddie moss,f,10
15719,15719,eddie nicholson,f,15
15720,15720,eddie patton,f,12
15721,15721,eddie phan,f,10
15724,15724,eddie sexton,f,12
15725,15725,eddie summers,f,13
15726,15726,eddie sweeney,f,13
15727,15727,eddie villanueva,f,16
15728,15728,eddie villarreal,f,16
15729,15729,eddie ware,f,10
15730,15730,eddie xiong,f,11
15731,15731,eddy ali,f,8
15732,15732,eddy andrews,f,12
15733,15733,eddy arias,f,10
15734,15734,eddy bartlett,f,13
15735,15735,eddy callahan,f,13
15736,15736,eddy christian,f,14
15737,15737,eddy clark,f,10
15738,15738,eddy clements,f,13
15739,15739,eddy david,f,10
15740,15740,eddy dougherty,f,14
15741,15741,eddy duran,f,10
15743,15743,eddy galindo,f,12
15745,15745,eddy graves,f,11
15746,15746,eddy griffith,f,13
15747,15747,eddy hail,f,9
15748,15748,eddy harrell,f,12
15750,15750,eddy knapp,f,10
15751,15751,eddy logan,f,10
15752,15752,eddy lucero,f,11
15754,15754,eddy mathis,f,11
15755,15755,eddy mcgee,f,10
15756,15756,eddy morales,f,12
15757,15757,eddy nielsen,f,12
15759,15759,eddy randolph,f,13
15760,15760,eddy rojas,f,10
15761,15761,eddy rose,f,9
15762,15762,eddy sanders,f,12
15763,15763,eddy solis,f,10
15764,15764,eddy steele,f,11
15765,15765,eddy trujillo,f,13
15766,15766,eddy wong,f,9
15767,15767,edgar barnett,f,13
15768,15768,edgar beasley,f,13
15770,15770,edgar butler,f,12
15771,15771,edgar camacho,f,13
15773,15773,edgar chen,f,10
15774,15774,edgar chung,f,11
15775,15775,edgar clay,f,10
15777,15777,edgar dean,f,10
15778,15778,edgar duarte,f,12
15779,15779,edgar english,f,13
15780,15780,edgar francis,f,13
15781,15781,edgar gordon,f,12
15783,15783,edgar hendricks,f,15
15784,15784,edgar huerta,f,12
15785,15785,edgar hunt,f,10
15786,15786,edgar hurley,f,12
15788,15788,edgar lowery,f,12
15790,15790,edgar mays,f,10
15791,15791,edgar mcfarland,f,15
15792,15792,edgar mcgee,f,11
15793,15793,edgar montgomery,f,16
15794,15794,edgar odonnell,f,14
15796,15796,edgar ramos,f,11
15797,15797,edgar robbins,f,13
15798,15798,edgar rogers,f,12
15800,15800,edgar scott,f,11
15801,15801,edgar sims,f,10
15802,15802,edgar strong,f,12
15803,15803,edgar walters,f,13
15804,15804,edgar ward,f,10
15805,15805,edgar watts,f,11
15806,15806,edgar yoder,f,11
15808,15808,edgardo alexander,f,17
15809,15809,edgardo alvarez,f,15
15810,15810,edgardo anderson,f,16
15811,15811,edgardo blake,f,13
15812,15812,edgardo booth,f,13
15814,15814,edgardo bush,f,12
15815,15815,edgardo calderon,f,16
15816,15816,edgardo callahan,f,16
15817,15817,edgardo cherry,f,14
15818,15818,edgardo cook,f,12
15819,15819,edgardo cross,f,13
15820,15820,edgardo diaz,f,12
15821,15821,edgardo franco,f,14
15822,15822,edgardo gallagher,f,17
15823,15823,edgardo hodges,f,14
15824,15824,edgardo howell,f,14
15825,15825,edgardo knight,f,14
15826,15826,edgardo logan,f,13
15827,15827,edgardo malone,f,14
15828,15828,edgardo mata,f,12
15829,15829,edgardo mcbride,f,15
15831,15831,edgardo monroe,f,14
15832,15832,edgardo mueller,f,15
15833,15833,edgardo navarro,f,15
15834,15834,edgardo nielsen,f,15
15835,15835,edgardo nixon,f,13
15836,15836,edgardo ortega,f,14
15837,15837,edgardo owen,f,12
15838,15838,edgardo richardson,f,18
15839,15839,edgardo rollins,f,15
15840,15840,edgardo rosas,f,13
15842,15842,edgardo schneider,f,17
15843,15843,edgardo short,f,13
15844,15844,edgardo terrell,f,15
15845,15845,edgardo vega,f,12
15847,15847,edgardo villa,f,13
15849,15849,edgardo wiley,f,13
15850,15850,edgardo yoder,f,13
15851,15851,edison ayala,f,12
15852,15852,edison barrera,f,14
15853,15853,edison boone,f,12
15854,15854,edison cantu,f,12
15855,15855,edison carrillo,f,15
15856,15856,edison castro,f,13
15857,15857,edison daniels,f,14
15858,15858,edison durham,f,13
15859,15859,edison fitzgerald,f,17
15860,15860,edison flores,f,13
15861,15861,edison flynn,f,12
15862,15862,edison gibson,f,13
15863,15863,edison hale,f,11
15864,15864,edison harper,f,13
15865,15865,edison howard,f,13
15866,15866,edison hurley,f,13
15867,15867,edison kennedy,f,14
15869,15869,edison lin,f,10
15870,15870,edison logan,f,12
15871,15871,edison madden,f,13
15872,15872,edison matthews,f,15
15875,15875,edison odonnell,f,15
15876,15876,edison owens,f,12
15877,15877,edison pacheco,f,14
15878,15878,edison parks,f,12
15879,15879,edison pollard,f,14
15880,15880,edison rangel,f,13
15883,15883,edison snyder,f,13
15885,15885,edison tucker,f,13
15886,15886,edison vasquez,f,14
15887,15887,edison wiggins,f,14
15888,15888,edison wilkins,f,14
15889,15889,edmond berry,f,12
15890,15890,edmond bishop,f,13
15891,15891,edmond blankenship,f,18
15892,15892,edmond byrd,f,11
15893,15893,edmond cannon,f,13
15894,15894,edmond coleman,f,14
15895,15895,edmond dawson,f,13
15897,15897,edmond dyer,f,11
15898,15898,edmond franco,f,13
15899,15899,edmond frye,f,11
15900,15900,edmond gallagher,f,16
15901,15901,edmond gates,f,12
15902,15902,edmond gonzalez,f,15
15903,15903,edmond herrera,f,14
15905,15905,edmond knox,f,11
15906,15906,edmond leal,f,11
15908,15908,edmond magana,f,13
15909,15909,edmond mckinney,f,15
15910,15910,edmond palmer,f,13
15911,15911,edmond potter,f,13
15912,15912,edmond ray,f,10
15914,15914,edmond rice,f,11
15915,15915,edmond sierra,f,13
15916,15916,edmond valdez,f,13
15917,15917,edmond vasquez,f,14
15918,15918,edmond warner,f,13
15919,15919,edmond willis,f,13
15920,15920,edmund andersen,f,15
15921,15921,edmund andrade,f,14
15922,15922,edmund atkinson,f,15
15923,15923,edmund baker,f,12
15924,15924,edmund barton,f,13
15925,15925,edmund bernard,f,14
15926,15926,edmund bradford,f,15
15927,15927,edmund brennan,f,14
15928,15928,edmund burgess,f,14
15929,15929,edmund bush,f,11
15931,15931,edmund cline,f,12
15932,15932,edmund davenport,f,16
15933,15933,edmund frazier,f,14
15934,15934,edmund french,f,13
15936,15936,edmund gonzalez,f,15
15937,15937,edmund goodman,f,14
15938,15938,edmund hail,f,11
15939,15939,edmund hill,f,11
15940,15940,edmund howe,f,11
15941,15941,edmund humphrey,f,15
15943,15943,edmund jacobs,f,13
15944,15944,edmund johnston,f,15
15945,15945,edmund marquez,f,14
15946,15946,edmund marshall,f,15
15947,15947,edmund may,f,10
15948,15948,edmund mccormick,f,16
15949,15949,edmund mcdonald,f,15
15950,15950,edmund morse,f,12
15951,15951,edmund owens,f,12
15952,15952,edmund perkins,f,14
15953,15953,edmund pitts,f,12
15954,15954,edmund pollard,f,14
15956,15956,edmund reyes,f,12
15957,15957,edmund rhodes,f,13
15959,15959,edmund roman,f,12
15962,15962,edmund savage,f,13
15964,15964,edmund shannon,f,14
15965,15965,edmund singh,f,12
15967,15967,edmund stout,f,12
15968,15968,edmund suarez,f,13
15969,15969,edmund terry,f,12
15970,15970,edmund wang,f,11
15971,15971,edmund wilson,f,13
15972,15972,edmundo beltran,f,15
15973,15973,edmundo bowman,f,14
15974,15974,edmundo brady,f,13
15975,15975,edmundo brown,f,13
15977,15977,edmundo cain,f,12
15980,15980,edmundo esparza,f,15
15981,15981,edmundo esquivel,f,16
15982,15982,edmundo gardner,f,15
15984,15984,edmundo hodge,f,13
15985,15985,edmundo hoover,f,14
15986,15986,edmundo hubbard,f,15
15987,15987,edmundo kaur,f,12
15988,15988,edmundo le,f,10
15989,15989,edmundo leonard,f,15
15990,15990,edmundo mccarty,f,15
15991,15991,edmundo mckay,f,13
15993,15993,edmundo molina,f,14
15994,15994,edmundo montes,f,14
15996,15996,edmundo parra,f,13
15997,15997,edmundo patel,f,13
15998,15998,edmundo rangel,f,14
15999,15999,edmundo ray,f,11
16000,16000,edmundo roberson,f,16
16001,16001,edmundo rollins,f,15
16002,16002,edmundo salgado,f,15
16003,16003,edmundo sharp,f,13
16004,16004,edmundo shelton,f,15
16005,16005,edmundo sims,f,12
16006,16006,edmundo solomon,f,15
16007,16007,edmundo spencer,f,15
16008,16008,edmundo vargas,f,14
16009,16009,edmundo velasquez,f,17
16010,16010,edmundo villalobos,f,18
16011,16011,edmundo wallace,f,15
16012,16012,edmundo webb,f,12
16013,16013,edmundo weeks,f,13
16014,16014,edmundo wilkins,f,15
16015,16015,edmundo williams,f,16
16016,16016,eduardo atkins,f,14
16017,16017,eduardo ayala,f,13
16019,16019,eduardo baldwin,f,15
16020,16020,eduardo barker,f,14
16021,16021,eduardo barr,f,12
16022,16022,eduardo barry,f,13
16023,16023,eduardo bean,f,12
16025,16025,eduardo bradshaw,f,16
16026,16026,eduardo branch,f,14
16027,16027,eduardo cortez,f,14
16028,16028,eduardo cuevas,f,14
16029,16029,eduardo duffy,f,13
16030,16030,eduardo elliott,f,15
16031,16031,eduardo enriquez,f,16
16034,16034,eduardo gibbs,f,13
16035,16035,eduardo harrington,f,18
16036,16036,eduardo herrera,f,15
16037,16037,eduardo herring,f,15
16039,16039,eduardo huynh,f,13
16040,16040,eduardo jacobs,f,14
16043,16043,eduardo mahoney,f,15
16044,16044,eduardo mays,f,12
16045,16045,eduardo mccann,f,14
16048,16048,eduardo murillo,f,15
16049,16049,eduardo nichols,f,15
16052,16052,eduardo patterson,f,17
16053,16053,eduardo roman,f,13
16054,16054,eduardo rubio,f,13
16055,16055,eduardo tanner,f,14
16058,16058,eduardo villalobos,f,18
16059,16059,eduardo whitehead,f,17
16060,16060,eduardo wilcox,f,14
16061,16061,eduardo wilkerson,f,17
16062,16062,eduardo wood,f,12
16063,16063,edward alvarado,f,15
16064,16064,edward andrade,f,14
16065,16065,edward baker,f,12
16066,16066,edward ball,f,11
16067,16067,edward beil,f,11
16068,16068,edward boyle,f,12
16069,16069,edward brewer,f,13
16070,16070,edward carey,f,12
16071,16071,edward davidson,f,15
16072,16072,edward dejesus,f,14
16075,16075,edward fisher,f,13
16076,16076,edward fitzgerald,f,17
16077,16077,edward friedman,f,15
16078,16078,edward gallegos,f,15
16080,16080,edward guevara,f,14
16081,16081,edward humphrey,f,15
16082,16082,edward khan,f,11
16083,16083,edward lucas,f,12
16084,16084,edward lynn,f,11
16085,16085,edward melton,f,13
16086,16086,edward mendez,f,13
16088,16088,edward molina,f,13
16089,16089,edward moyer,f,12
16090,16090,edward mullen,f,13
16092,16092,edward norman,f,13
16093,16093,edward potts,f,12
16094,16094,edward quintana,f,15
16095,16095,edward rhodes,f,13
16096,16096,edward richards,f,15
16097,16097,edward rivera,f,13
16099,16099,edward shah,f,11
16100,16100,edward shepherd,f,15
16101,16101,edward sherman,f,14
16102,16102,edward singleton,f,16
16103,16103,edward vaughn,f,13
16104,16104,edward walton,f,13
16105,16105,edward zavala,f,13
16106,16106,edwardo barnett,f,15
16107,16107,edwardo bonilla,f,15
16108,16108,edwardo chan,f,12
16109,16109,edwardo conway,f,14
16110,16110,edwardo duke,f,12
16111,16111,edwardo farmer,f,14
16112,16112,edwardo gallagher,f,17
16113,16113,edwardo gomez,f,13
16114,16114,edwardo goodwin,f,15
16115,16115,edwardo hall,f,12
16116,16116,edwardo henry,f,13
16117,16117,edwardo hernandez,f,17
16118,16118,edwardo herring,f,15
16119,16119,edwardo higgins,f,15
16120,16120,edwardo hodge,f,13
16121,16121,edwardo hodges,f,14
16123,16123,edwardo joseph,f,14
16124,16124,edwardo kelley,f,14
16125,16125,edwardo landry,f,14
16126,16126,edwardo leonard,f,15
16127,16127,edwardo lowery,f,14
16128,16128,edwardo lucas,f,13
16129,16129,edwardo manning,f,15
16130,16130,edwardo mata,f,12
16131,16131,edwardo mccall,f,14
16132,16132,edwardo mclaughlin,f,18
16133,16133,edwardo monroe,f,14
16134,16134,edwardo morgan,f,14
16135,16135,edwardo nielsen,f,15
16136,16136,edwardo parks,f,13
16137,16137,edwardo portillo,f,16
16138,16138,edwardo prince,f,14
16139,16139,edwardo rodgers,f,15
16140,16140,edwardo santana,f,15
16141,16141,edwardo schroeder,f,17
16142,16142,edwardo walls,f,13
16143,16143,edwardo wilcox,f,14
16144,16144,edwardo williams,f,16
16145,16145,edwardo zhang,f,13
16147,16147,edwin atkinson,f,14
