,name,n_or_f,name_len
10905,conway sterling,f,15
10906,conway stevie,f,13
10908,conway todd,f,11
10910,conway walton,f,13
10911,cook anibal,f,11
10912,cook anton,f,10
10913,cook arnold,f,11
10914,cook avery,f,10
10915,cook bertram,f,12
10917,cook brenton,f,12
10918,cook bruno,f,10
10919,cook chase,f,10
10920,cook coleman,f,12
10921,cook corey,f,10
10922,cook cory,f,9
10923,cook dennis,f,11
10924,cook earle,f,10
10925,cook edmond,f,11
10927,cook florentino,f,15
10928,cook forest,f,11
10929,cook freddie,f,12
10930,cook fritz,f,10
10931,cook gregg,f,10
10932,cook harland,f,12
10933,cook heriberto,f,14
10935,cook jamison,f,12
10936,cook kenneth,f,12
10937,cook kraig,f,10
10940,cook lee,f,8
10941,cook leif,f,9
10942,cook leroy,f,10
10943,cook lindsey,f,12
10944,cook lowell,f,11
10946,cook monty,f,10
10947,cook norberto,f,13
10948,cook octavio,f,12
10949,cook ollie,f,10
10951,cook raphael,f,12
10952,cook romeo,f,10
10953,cook russ,f,9
10954,cook scot,f,9
10955,cook seymour,f,12
10956,cook shawn,f,10
10957,cook sherwood,f,13
10958,cook sid,f,8
10959,cook stefan,f,11
10960,cook todd,f,9
10961,cook wade,f,9
10962,cook winfred,f,12
10964,cook zachery,f,12
10966,cooper antwan,f,13
10967,cooper ariel,f,12
10968,cooper boris,f,12
10970,cooper brenton,f,14
10971,cooper carlton,f,14
10972,cooper carol,f,12
10975,cooper colton,f,13
10976,cooper cornelius,f,16
10978,cooper daryl,f,12
10979,cooper demetrius,f,16
10980,cooper dwain,f,12
10981,cooper edmond,f,13
10982,cooper eduardo,f,14
10984,cooper franklyn,f,15
10985,cooper freeman,f,14
10986,cooper gerard,f,13
10987,cooper grady,f,12
10988,cooper graham,f,13
10989,cooper gus,f,10
10990,cooper guy,f,10
10993,cooper kristopher,f,17
10994,cooper lawerence,f,16
10995,cooper leigh,f,12
10997,cooper lonny,f,12
10998,cooper lou,f,10
10999,cooper lucien,f,13
11000,cooper luke,f,11
11001,cooper manual,f,13
11002,cooper melvin,f,13
11004,cooper mose,f,11
11005,cooper nicky,f,12
11006,cooper roger,f,12
11007,cooper shaun,f,12
11008,cooper tory,f,11
11010,cooper wayne,f,12
11011,cooper weldon,f,13
11014,cooper wilton,f,13
11015,copeland abram,f,14
11016,copeland alfonso,f,16
11017,copeland alfonzo,f,16
11018,copeland andreas,f,16
11020,copeland anibal,f,15
11021,copeland antonio,f,16
11022,copeland armand,f,15
11023,copeland arturo,f,15
11024,copeland basil,f,14
11025,copeland boyce,f,14
11026,copeland buck,f,13
11027,copeland carmelo,f,16
11028,copeland carmen,f,15
11029,copeland chadwick,f,17
11030,copeland chung,f,14
11031,copeland claudio,f,16
11032,copeland colby,f,14
11033,copeland damion,f,15
11034,copeland dana,f,13
11035,copeland dario,f,14
11037,copeland darwin,f,15
11039,copeland devin,f,14
11040,copeland ellis,f,14
11041,copeland elmo,f,13
11043,copeland francis,f,16
11045,copeland glen,f,13
11046,copeland harlan,f,15
11047,copeland hiram,f,14
11048,copeland ismael,f,15
11049,copeland jan,f,12
11051,copeland john,f,13
11052,copeland josh,f,13
11053,copeland jules,f,14
11054,copeland kevin,f,14
11055,copeland lloyd,f,14
11056,copeland loyd,f,13
11057,copeland lynn,f,13
11058,copeland malcom,f,15
11059,copeland max,f,12
11060,copeland millard,f,16
11061,copeland milton,f,15
11063,copeland norbert,f,16
11064,copeland paris,f,14
11066,copeland riley,f,14
11068,copeland sanford,f,16
11070,copeland shaun,f,14
11071,copeland sheldon,f,16
11072,copeland shon,f,13
11073,copeland sterling,f,17
11074,copeland terry,f,14
11076,copeland trenton,f,16
11077,copeland trevor,f,15
11078,copeland tristan,f,16
11080,copeland wally,f,14
11081,copeland warren,f,15
11082,copeland wayne,f,14
11083,copeland wilford,f,16
11085,copeland young,f,14
11086,copeland zachary,f,16
11087,copeland zane,f,13
11088,cordova adalberto,f,17
11089,cordova amado,f,13
11090,cordova antonia,f,15
11091,cordova antwan,f,14
11092,cordova arnold,f,14
11093,cordova bart,f,12
11094,cordova benjamin,f,16
11095,cordova bryant,f,14
11096,cordova bryon,f,13
11098,cordova chauncey,f,16
11099,cordova clement,f,15
11100,cordova clifford,f,16
11101,cordova connie,f,14
11102,cordova darwin,f,14
11104,cordova dylan,f,13
11105,cordova edward,f,14
11106,cordova ellsworth,f,17
11107,cordova evan,f,12
11108,cordova freeman,f,15
11109,cordova gary,f,12
11110,cordova grover,f,14
11111,cordova guy,f,11
11112,cordova jackie,f,14
11113,cordova jed,f,11
11115,cordova josh,f,12
11116,cordova jospeh,f,14
11117,cordova judson,f,14
11118,cordova ken,f,11
11119,cordova kenton,f,14
11121,cordova milo,f,12
11124,cordova nelson,f,14
11125,cordova octavio,f,15
11126,cordova omar,f,12
11127,cordova orval,f,13
11128,cordova oswaldo,f,15
11131,cordova renato,f,14
11132,cordova reyes,f,13
11133,cordova robbie,f,14
11134,cordova rory,f,12
11135,cordova shon,f,12
11136,cordova stacy,f,13
11137,cordova stan,f,12
11138,cordova stanley,f,15
11140,cordova theo,f,12
11142,cordova trevor,f,14
11143,cordova tyler,f,13
11144,cordova tyson,f,13
11145,cordova waylon,f,14
11146,cordova willian,f,15
11147,corona angel,f,12
11148,corona austin,f,13
11149,corona barrett,f,14
11151,corona brock,f,12
11152,corona burl,f,11
11155,corona cliff,f,12
11156,corona dallas,f,13
11157,corona damion,f,13
11158,corona dante,f,12
11159,corona daryl,f,12
11160,corona delmer,f,13
11161,corona deon,f,11
11162,corona donald,f,13
11165,corona frederick,f,16
11166,corona freeman,f,14
11167,corona garland,f,14
11168,corona gerry,f,12
11169,corona hai,f,10
11170,corona harlan,f,13
11171,corona harris,f,13
11172,corona hugo,f,11
11174,corona jody,f,11
11175,corona jonas,f,12
11176,corona junior,f,13
11177,corona keven,f,12
11178,corona kieth,f,12
11181,corona long,f,11
11182,corona lucio,f,12
11183,corona marion,f,13
11184,corona marshall,f,15
11185,corona maurice,f,14
11187,corona neville,f,14
11188,corona nicky,f,12
11189,corona normand,f,14
11190,corona otis,f,11
11192,corona ryan,f,11
11193,corona salvatore,f,16
11194,corona shannon,f,14
11195,corona sonny,f,12
11196,corona steven,f,13
11197,corona tad,f,10
11200,corona truman,f,13
11201,corona virgil,f,13
11202,corona wallace,f,14
11204,correa aaron,f,12
11205,correa alec,f,11
11206,correa bernard,f,14
11207,correa brendon,f,14
11208,correa buck,f,11
11210,correa carlos,f,13
11212,correa cody,f,11
11213,correa darin,f,12
11215,correa devin,f,12
11216,correa dustin,f,13
11217,correa dusty,f,12
11218,correa edmond,f,13
11219,correa elton,f,12
11220,correa enoch,f,12
11221,correa esteban,f,14
11222,correa everett,f,14
11223,correa freeman,f,14
11225,correa garfield,f,15
11226,correa irving,f,13
11227,correa jamar,f,12
11228,correa jeremiah,f,15
11229,correa joey,f,11
11230,correa justin,f,13
11231,correa leopoldo,f,15
11232,correa linwood,f,14
11233,correa logan,f,12
11234,correa malcom,f,13
11235,correa margarito,f,16
11236,correa matt,f,11
11238,correa michel,f,13
11239,correa mitchel,f,14
11241,correa nelson,f,13
11242,correa newton,f,13
11244,correa pete,f,11
11245,correa rene,f,11
11248,correa timothy,f,14
11249,correa toney,f,12
11250,correa tory,f,11
11251,correa trenton,f,14
11252,correa tristan,f,14
11253,correa werner,f,13
11254,correa winston,f,14
11255,correa zachariah,f,16
11256,correa zachary,f,14
11257,cortes abdul,f,12
11258,cortes alexis,f,13
11259,cortes amado,f,12
11260,cortes andrea,f,13
11261,cortes augustine,f,16
11262,cortes basil,f,12
11263,cortes benito,f,13
11264,cortes blaine,f,13
11265,cortes broderick,f,16
11266,cortes bruno,f,12
11267,cortes buck,f,11
11268,cortes buster,f,13
11269,cortes cesar,f,12
11271,cortes chong,f,12
11272,cortes chris,f,12
11273,cortes claudio,f,14
11274,cortes cleveland,f,16
11275,cortes craig,f,12
11276,cortes curtis,f,13
11277,cortes dalton,f,13
11278,cortes danny,f,12
11279,cortes dave,f,11
11280,cortes deandre,f,14
11281,cortes demetrius,f,16
11282,cortes duncan,f,13
11284,cortes eldon,f,12
11286,cortes floyd,f,12
11287,cortes foster,f,13
11288,cortes galen,f,12
11291,cortes gene,f,11
11292,cortes gregg,f,12
11295,cortes humberto,f,15
11296,cortes jarod,f,12
11297,cortes jarred,f,13
11298,cortes jayson,f,13
11299,cortes jc,f,9
11300,cortes johnathan,f,16
11301,cortes jonathon,f,15
11302,cortes kieth,f,12
11305,cortes landon,f,13
11306,cortes lemuel,f,13
11307,cortes lenny,f,12
11308,cortes lucien,f,13
11309,cortes lyman,f,12
11311,cortes micah,f,12
11313,cortes minh,f,11
11314,cortes mitchell,f,15
11315,cortes moses,f,12
11317,cortes refugio,f,14
11318,cortes rene,f,11
11319,cortes ricardo,f,14
11320,cortes stanton,f,14
11321,cortes tommy,f,12
11322,cortes trevor,f,13
11323,cortes truman,f,13
11324,cortes van,f,10
11325,cortes werner,f,13
11326,cortes young,f,12
11327,cortes zachariah,f,16
11328,cortez al,f,9
11330,cortez amos,f,11
11331,cortez andreas,f,14
11332,cortez augustus,f,15
11333,cortez brent,f,12
11334,cortez bret,f,11
11335,cortez britt,f,12
11337,cortez charley,f,14
11338,cortez dale,f,11
11339,cortez danial,f,13
11340,cortez delbert,f,14
11341,cortez dominick,f,15
11342,cortez dwain,f,12
11343,cortez dwight,f,13
11345,cortez fred,f,11
11346,cortez freeman,f,14
11347,cortez garfield,f,15
11350,cortez jasper,f,13
11351,cortez johnathon,f,16
11352,cortez johnie,f,13
11353,cortez jonas,f,12
11356,cortez lawerence,f,16
11358,cortez mathew,f,13
11359,cortez moshe,f,12
11360,cortez neil,f,11
11361,cortez nelson,f,13
11362,cortez norris,f,13
11363,cortez osvaldo,f,14
11364,cortez oswaldo,f,14
11366,cortez raleigh,f,14
11367,cortez rayford,f,14
11370,cortez roman,f,12
11371,cortez rupert,f,13
11372,cortez stephan,f,14
11373,cortez sterling,f,15
11374,cortez tory,f,11
11375,cortez tyson,f,12
11378,cortez wilfred,f,14
11380,cortez yong,f,11
11381,costa abdul,f,11
11382,costa adolph,f,12
11383,costa alton,f,11
11384,costa aurelio,f,13
11386,costa bobby,f,11
11387,costa carlo,f,11
11388,costa clint,f,11
11389,costa dale,f,10
11392,costa desmond,f,13
11393,costa elvin,f,11
11394,costa fletcher,f,14
11395,costa garland,f,13
11397,costa granville,f,15
11398,costa herman,f,12
11399,costa ivory,f,11
11400,costa javier,f,12
11402,costa jewel,f,11
11403,costa jonathan,f,14
11405,costa kent,f,10
11407,costa loren,f,11
11409,costa lyndon,f,12
11410,costa marcel,f,12
11411,costa marcelo,f,13
11413,costa norris,f,12
11414,costa odell,f,11
11415,costa oscar,f,11
11416,costa patricia,f,14
11417,costa rafael,f,12
11418,costa ramon,f,11
11419,costa raymond,f,13
11420,costa rocky,f,11
11421,costa roland,f,12
11422,costa rudolf,f,12
11423,costa santo,f,11
11424,costa spencer,f,13
11425,costa trent,f,11
11427,costa van,f,9
11428,costa vern,f,10
11430,costa winford,f,13
11431,cox alberto,f,11
11432,cox amado,f,9
11433,cox anton,f,9
11434,cox augustus,f,12
11435,cox bennie,f,10
11436,cox bernardo,f,12
11437,cox bernie,f,10
11438,cox blair,f,9
11442,cox byron,f,9
11443,cox cary,f,8
11444,cox chang,f,9
11446,cox clint,f,9
11447,cox colin,f,9
11448,cox damon,f,9
11449,cox danial,f,10
11451,cox deon,f,8
11452,cox dexter,f,10
11455,cox everette,f,12
11456,cox fernando,f,12
11457,cox fredric,f,11
11458,cox galen,f,9
11460,cox grover,f,10
11461,cox hunter,f,10
11462,cox isidro,f,10
11463,cox issac,f,9
11464,cox james,f,9
11466,cox julio,f,9
11468,cox korey,f,9
11469,cox kory,f,8
11470,cox lamont,f,10
11471,cox len,f,7
11472,cox leonardo,f,12
11473,cox leroy,f,9
11474,cox leslie,f,10
11475,cox lino,f,8
11476,cox lionel,f,10
11477,cox lucien,f,10
11478,cox mikel,f,9
11479,cox milton,f,10
11481,cox morton,f,10
11482,cox nathaniel,f,13
11483,cox ned,f,7
11484,cox omer,f,8
11485,cox philip,f,10
11486,cox raleigh,f,11
11487,cox ramon,f,9
11489,cox silas,f,9
11490,cox stevie,f,10
11491,cox trinidad,f,12
11492,cox tyron,f,9
11493,cox walker,f,10
11494,cox wes,f,7
11496,craig al,f,8
11497,craig alfredo,f,13
11499,craig arnoldo,f,13
11500,craig avery,f,11
11501,craig benjamin,f,14
11502,craig billy,f,11
11503,craig boris,f,11
11504,craig brain,f,11
11505,craig brooks,f,12
11506,craig buster,f,12
11509,craig chris,f,11
11510,craig chuck,f,11
11511,craig clifford,f,14
11512,craig connie,f,12
11514,craig darrick,f,13
11516,craig douglass,f,14
11517,craig dwain,f,11
11518,craig earl,f,10
11519,craig earle,f,11
11520,craig edmond,f,12
11523,craig elvis,f,11
11524,craig fidel,f,11
11525,craig freeman,f,13
11526,craig gerald,f,12
11527,craig harvey,f,12
11528,craig hosea,f,11
11529,craig jacob,f,11
11530,craig jarrett,f,13
11533,craig leandro,f,13
11535,craig lou,f,9
11536,craig lucien,f,12
11537,craig micheal,f,13
11538,craig milton,f,12
11539,craig mohamed,f,13
11540,craig moises,f,12
11541,craig monty,f,11
11544,craig rich,f,10
11545,craig roger,f,11
11546,craig ron,f,9
11549,craig terence,f,13
11550,craig terrence,f,14
11552,craig weston,f,12
11553,craig wilson,f,12
11554,craig young,f,11
11555,crane alfred,f,12
11556,crane alonso,f,12
11557,crane ambrose,f,13
11559,crane arthur,f,12
11563,crane carol,f,11
11567,crane dallas,f,12
11568,crane daryl,f,11
11570,crane deshawn,f,13
11571,crane donnell,f,13
11572,crane dudley,f,12
11573,crane edgardo,f,13
11576,crane elisha,f,12
11577,crane elvin,f,11
11579,crane florencio,f,15
11580,crane gail,f,10
11581,crane gary,f,10
11582,crane george,f,12
11583,crane grover,f,12
11586,crane ike,f,9
11587,crane irwin,f,11
11588,crane isaias,f,12
11589,crane isiah,f,11
11590,crane issac,f,11
11591,crane jamey,f,11
11592,crane keith,f,11
11594,crane kent,f,10
11595,crane lamar,f,11
11596,crane leon,f,10
11597,crane lincoln,f,13
11598,crane mack,f,10
11599,crane malik,f,11
11600,crane mauro,f,11
11601,crane merle,f,11
11604,crane murray,f,12
11605,crane nickolas,f,14
11607,crane percy,f,11
11608,crane ramiro,f,12
11609,crane rene,f,10
11610,crane robby,f,11
11611,crane roman,f,11
11612,crane saul,f,10
11613,crane sean,f,10
11614,crane sergio,f,12
11615,crane stefan,f,12
11616,crane stephan,f,13
11618,crane ty,f,8
11620,crane vince,f,11
11622,crane walter,f,12
11623,crawford aaron,f,14
11625,crawford anderson,f,17
11626,crawford antone,f,15
11627,crawford arthur,f,15
11628,crawford benedict,f,17
11629,crawford brad,f,13
11630,crawford brady,f,14
11632,crawford charles,f,16
11634,crawford danilo,f,15
11635,crawford darrel,f,15
11637,crawford darrin,f,15
11638,crawford dewitt,f,15
11639,crawford dominique,f,18
11640,crawford donald,f,15
11641,crawford dorsey,f,15
11642,crawford edgar,f,14
11644,crawford emilio,f,15
11646,crawford fausto,f,15
11648,crawford frankie,f,16
11649,crawford glen,f,13
11650,crawford graig,f,14
11652,crawford jc,f,11
11653,crawford jeffrey,f,16
11654,crawford jon,f,12
11656,crawford joshua,f,15
11657,crawford kirk,f,13
11658,crawford leif,f,13
11659,crawford lou,f,12
11660,crawford maurice,f,16
11661,crawford mauro,f,14
11662,crawford mikel,f,14
11663,crawford milford,f,16
11664,crawford mitch,f,14
11665,crawford napoleon,f,17
11666,crawford neil,f,13
11667,crawford nicolas,f,16
11668,crawford patrick,f,16
11669,crawford renaldo,f,16
11670,crawford roosevelt,f,18
11671,crawford shelton,f,16
11673,crawford young,f,14
11674,crawford zachary,f,16
11677,crosby abram,f,12
11678,crosby antione,f,14
11679,crosby ashley,f,13
11681,crosby carl,f,11
11682,crosby christoper,f,17
11683,crosby cleo,f,11
11684,crosby darin,f,12
11685,crosby dave,f,11
11686,crosby deshawn,f,14
11687,crosby doyle,f,12
11689,crosby eddy,f,11
11690,crosby elwood,f,13
11691,crosby emery,f,12
11693,crosby gil,f,10
11694,crosby grover,f,13
11695,crosby harold,f,13
11696,crosby herbert,f,14
11697,crosby hollis,f,13
11698,crosby jack,f,11
11699,crosby jamaal,f,13
11700,crosby jamey,f,12
11701,crosby jan,f,10
11702,crosby jose,f,11
11703,crosby jospeh,f,13
11704,crosby judson,f,13
11705,crosby kim,f,10
11707,crosby lonny,f,12
11708,crosby myron,f,12
11709,crosby nicky,f,12
11710,crosby noah,f,11
11711,crosby odell,f,12
11712,crosby otto,f,11
11714,crosby renaldo,f,14
11715,crosby rico,f,11
11716,crosby rodger,f,13
11717,crosby rueben,f,13
11718,crosby rufus,f,12
11719,crosby samual,f,13
11720,crosby sherman,f,14
11721,crosby solomon,f,14
11722,crosby terrell,f,14
11723,crosby wilbur,f,13
11724,crosby winfred,f,14
11725,cross aldo,f,10
11726,cross alejandro,f,15
11728,cross alva,f,10
11730,cross brock,f,11
11731,cross bryan,f,11
11732,cross chi,f,9
11734,cross chung,f,11
11736,cross cody,f,10
11737,cross colton,f,12
11738,cross connie,f,12
11739,cross dan,f,9
11740,cross del,f,9
11741,cross deon,f,10
11742,cross dick,f,10
11743,cross dillon,f,12
11744,cross donovan,f,13
11745,cross elden,f,11
11746,cross eldridge,f,14
11747,cross eliseo,f,12
11748,cross emil,f,10
11750,cross everette,f,14
11751,cross frankie,f,13
11752,cross frederic,f,14
11753,cross gerry,f,11
11754,cross gus,f,9
11755,cross haywood,f,13
11757,cross ian,f,9
11759,cross jayson,f,12
11760,cross jefferson,f,15
11761,cross jerold,f,12
11762,cross jerome,f,12
11764,cross josue,f,11
11765,cross jules,f,11
11766,cross ken,f,9
11767,cross kevin,f,11
11768,cross korey,f,11
11770,cross laverne,f,13
11771,cross lawrence,f,14
11772,cross leon,f,10
11773,cross lionel,f,12
11774,cross lorenzo,f,13
11775,cross lucien,f,12
11776,cross lyndon,f,12
11778,cross mauro,f,11
11779,cross merle,f,11
11780,cross merrill,f,13
11782,cross nicky,f,11
11783,cross noe,f,9
11784,cross paris,f,11
11785,cross quentin,f,13
11786,cross quincy,f,12
11788,cross rodger,f,12
11789,cross rodrick,f,13
11790,cross rubin,f,11
11791,cross steve,f,11
11792,cross terrell,f,13
11793,cross thad,f,10
11794,cross thurman,f,13
11795,cross titus,f,11
11796,cross tracy,f,11
11797,cross vincent,f,13
11798,cross von,f,9
11799,cross yong,f,10
11802,cruz albert,f,11
11803,cruz alfonso,f,12
11804,cruz alonzo,f,11
11806,cruz aubrey,f,11
11807,cruz bryce,f,10
11808,cruz cary,f,9
11809,cruz charles,f,12
11810,cruz cletus,f,11
11811,cruz cristobal,f,14
11812,cruz darnell,f,12
11814,cruz darryl,f,11
11815,cruz dick,f,9
11816,cruz diego,f,10
11817,cruz edmond,f,11
11819,cruz edwardo,f,12
11820,cruz elijah,f,11
11821,cruz emanuel,f,12
11822,cruz emery,f,10
11823,cruz enoch,f,10
11824,cruz frances,f,12
11825,cruz franklyn,f,13
11826,cruz gilberto,f,13
11827,cruz harlan,f,11
11829,cruz ike,f,8
11830,cruz issac,f,10
11831,cruz jackie,f,11
11832,cruz jamey,f,10
11833,cruz jamie,f,10
11835,cruz jerry,f,10
11836,cruz jonathan,f,13
11837,cruz kelley,f,11
11838,cruz leland,f,11
11841,cruz marc,f,9
11842,cruz marion,f,11
11843,cruz mary,f,9
11844,cruz miguel,f,11
11845,cruz monte,f,10
11846,cruz nathanael,f,14
11847,cruz newton,f,11
11848,cruz nigel,f,10
11849,cruz olen,f,9
11850,cruz randell,f,12
11852,cruz renaldo,f,12
11853,cruz ricky,f,10
11854,cruz sonny,f,10
11856,cruz vaughn,f,11
11857,cruz walker,f,11
11858,cruz wally,f,10
11859,cruz werner,f,11
11860,cruz wilbur,f,11
11862,cuevas angelo,f,13
11863,cuevas anton,f,12
11864,cuevas bud,f,10
11865,cuevas claudio,f,14
11866,cuevas clay,f,11
11869,cuevas dillon,f,13
11870,cuevas edgardo,f,14
11871,cuevas efrain,f,13
11872,cuevas efren,f,12
11873,cuevas enrique,f,14
11874,cuevas erwin,f,12
11876,cuevas gayle,f,12
11877,cuevas irving,f,13
11878,cuevas jack,f,11
11880,cuevas jesus,f,12
11881,cuevas joesph,f,13
11882,cuevas johnathon,f,16
11883,cuevas kerry,f,12
11884,cuevas leif,f,11
11885,cuevas lonnie,f,13
11886,cuevas lou,f,10
11887,cuevas micah,f,12
11888,cuevas miquel,f,13
11889,cuevas mitchell,f,15
11890,cuevas monroe,f,13
11891,cuevas neville,f,14
11892,cuevas nicholas,f,15
11893,cuevas nick,f,11
11894,cuevas nicolas,f,14
11895,cuevas odell,f,12
11896,cuevas perry,f,12
11898,cuevas prince,f,13
11900,cuevas rubin,f,12
11902,cuevas sheldon,f,14
11903,cuevas sonny,f,12
11905,cuevas vincenzo,f,15
11907,cuevas willard,f,14
11908,cuevas wilton,f,13
11910,cummings anthony,f,16
11911,cummings armand,f,15
11912,cummings arron,f,14
11913,cummings augustine,f,18
11914,cummings carlton,f,16
11915,cummings chung,f,14
11916,cummings clarence,f,17
11917,cummings cleo,f,13
11918,cummings daren,f,14
11919,cummings devon,f,14
11921,cummings dirk,f,13
11922,cummings dwayne,f,15
11924,cummings enrique,f,16
11925,cummings ernie,f,14
11926,cummings ervin,f,14
11927,cummings forest,f,15
11929,cummings frankie,f,16
11930,cummings granville,f,18
11931,cummings hai,f,12
11932,cummings hyman,f,14
11933,cummings israel,f,15
11934,cummings jamie,f,14
11935,cummings jimmie,f,15
11936,cummings joesph,f,15
11937,cummings johnathon,f,18
11938,cummings kip,f,12
11939,cummings kory,f,13
11940,cummings luke,f,13
11941,cummings lyndon,f,15
11942,cummings mariano,f,16
11943,cummings marlin,f,15
11945,cummings mel,f,12
11946,cummings nelson,f,15
11948,cummings pat,f,12
11950,cummings renaldo,f,16
11951,cummings rogelio,f,16
11953,cummings rolando,f,16
11954,cummings shad,f,13
11956,cummings stephan,f,16
11957,cummings thad,f,13
11959,cummings toby,f,13
11960,cummings vicente,f,16
11961,cummings vince,f,14
11962,cummings waldo,f,14
11963,cummings weston,f,15
11964,cummings wiley,f,14
11965,cummings willian,f,16
11966,cunningham alexis,f,17
11967,cunningham augustine,f,20
11969,cunningham bryan,f,16
11971,cunningham clayton,f,18
11972,cunningham clement,f,18
11973,cunningham connie,f,17
11974,cunningham damion,f,17
11975,cunningham damon,f,16
11976,cunningham dannie,f,17
11977,cunningham darell,f,17
11979,cunningham edwin,f,16
11980,cunningham elisha,f,17
11981,cunningham elton,f,16
11982,cunningham elvis,f,16
11983,cunningham erwin,f,16
11985,cunningham ezequiel,f,19
11986,cunningham ezra,f,15
11987,cunningham forrest,f,18
11988,cunningham gordon,f,17
11989,cunningham gregorio,f,19
11990,cunningham hobert,f,17
11991,cunningham howard,f,17
11992,cunningham irving,f,17
11997,cunningham jewell,f,17
11998,cunningham josue,f,16
11999,cunningham lamar,f,16
12001,cunningham laurence,f,19
12002,cunningham lawerence,f,20
12003,cunningham lino,f,15
12004,cunningham merlin,f,17
12005,cunningham michael,f,18
12006,cunningham normand,f,18
12008,cunningham ramon,f,16
12009,cunningham randall,f,18
12011,cunningham rufus,f,16
12012,cunningham sammie,f,17
12013,cunningham scot,f,15
12015,cunningham steven,f,17
12016,cunningham sydney,f,17
12017,cunningham tad,f,14
12019,cunningham toby,f,15
12020,cunningham valentine,f,20
12021,cunningham vicente,f,18
12022,curry alan,f,10
12023,curry alphonso,f,14
12024,curry antoine,f,13
12025,curry arlie,f,11
12027,curry billie,f,12
12028,curry billy,f,11
12029,curry brad,f,10
12030,curry burl,f,10
12032,curry cleo,f,10
12033,curry cletus,f,12
12034,curry clifton,f,13
12035,curry daron,f,11
12036,curry denny,f,11
12037,curry derek,f,11
12038,curry dominique,f,15
12039,curry donald,f,12
12040,curry dusty,f,11
12041,curry enoch,f,11
12042,curry enrique,f,13
12043,curry foster,f,12
12044,curry garfield,f,14
12045,curry giuseppe,f,14
12046,curry granville,f,15
12047,curry guy,f,9
12048,curry harley,f,12
12049,curry hassan,f,12
12051,curry jackson,f,13
12052,curry jamar,f,11
12054,curry jayson,f,12
12055,curry jeffrey,f,13
12056,curry jerold,f,12
12058,curry jewell,f,12
12059,curry jonathon,f,14
12061,curry kris,f,10
12062,curry lavern,f,12
12063,curry lenny,f,11
12064,curry lewis,f,11
12065,curry marquis,f,13
12066,curry mckinley,f,14
12068,curry miquel,f,12
12069,curry noel,f,10
12071,curry numbers,f,13
12072,curry omar,f,10
12073,curry prince,f,12
12074,curry refugio,f,13
12075,curry robert,f,12
12076,curry roman,f,11
12078,curry rusty,f,11
12080,curry son,f,9
12081,curry stanford,f,14
12082,curry stanley,f,13
12083,curry stephan,f,13
12084,curry tomas,f,11
12085,curry truman,f,12
12087,curry vincent,f,13
12088,curtis ahmed,f,12
12090,curtis arden,f,12
12091,curtis bradford,f,15
12092,curtis brain,f,12
12093,curtis carlo,f,12
12095,curtis christoper,f,17
12096,curtis claud,f,12
12097,curtis cliff,f,12
12098,curtis conrad,f,13
12099,curtis cristopher,f,17
12100,curtis derick,f,13
12101,curtis donald,f,13
12102,curtis dorsey,f,13
12105,curtis efren,f,12
12106,curtis erasmo,f,13
12107,curtis erik,f,11
12108,curtis freddie,f,14
12110,curtis haywood,f,14
12111,curtis homer,f,12
12112,curtis jeffery,f,14
12113,curtis jeremiah,f,15
12116,curtis kris,f,11
12118,curtis leigh,f,12
12119,curtis len,f,10
12120,curtis linwood,f,14
12121,curtis louie,f,12
12122,curtis marcellus,f,16
12126,curtis olen,f,11
12127,curtis pete,f,11
12128,curtis ramon,f,12
12131,curtis romeo,f,12
12133,curtis shad,f,11
12134,curtis sherman,f,14
12135,curtis steven,f,13
12136,curtis sung,f,11
12137,curtis ted,f,10
12138,curtis vernon,f,13
12139,dalton alejandro,f,16
12140,dalton allan,f,12
12141,dalton andreas,f,14
12142,dalton armando,f,14
12143,dalton ben,f,10
12144,dalton bertram,f,14
12145,dalton blair,f,12
12147,dalton buddy,f,12
12148,dalton chang,f,12
12149,dalton chung,f,12
12150,dalton daren,f,12
12151,dalton daron,f,12
12153,dalton dudley,f,13
12154,dalton emmett,f,13
12155,dalton gene,f,11
12156,dalton hai,f,10
12157,dalton herb,f,11
12159,dalton huey,f,11
12160,dalton issac,f,12
12161,dalton jame,f,11
12162,dalton jc,f,9
12163,dalton keith,f,12
12164,dalton kristopher,f,17
12165,dalton lindsay,f,14
12168,dalton mario,f,12
12169,dalton micheal,f,14
12170,dalton mitch,f,12
12171,dalton mitchell,f,15
12172,dalton norris,f,13
12173,dalton owen,f,11
12174,dalton reed,f,11
12175,dalton rex,f,10
12178,dalton royal,f,12
12181,dalton willard,f,14
12182,dalton william,f,14
12183,dalton wm,f,9
12185,daniel brendon,f,14
12186,daniel bryon,f,12
12187,daniel carson,f,13
12188,daniel chong,f,12
12190,daniel clifton,f,14
12191,daniel columbus,f,15
12194,daniel cristopher,f,17
12195,daniel dave,f,11
12197,daniel dusty,f,12
12198,daniel dwayne,f,13
12199,daniel edmundo,f,14
12200,daniel erwin,f,12
12201,daniel federico,f,15
12202,daniel felix,f,12
12203,daniel fletcher,f,15
12204,daniel francisco,f,16
12206,daniel gregorio,f,15
12207,daniel hai,f,10
12208,daniel hassan,f,13
12209,daniel israel,f,13
12210,daniel jean,f,11
12212,daniel jordan,f,13
12214,daniel josh,f,11
12215,daniel kim,f,10
12216,daniel leif,f,11
12217,daniel leopoldo,f,15
12218,daniel leslie,f,13
12219,daniel levi,f,11
